Numero esterno;Abbreviazione;Denominazione;Coordinata x;Coordinata y;Coordinate-Z;Pensilina autobus;Fermata di salita;Fermata di discesa;Accessibile ai disabili;Punto di cambio;Cambio direzione obbligatorio;Non controllato;Ambito d'esercizio;Gruppo tipol. veicolo;Comune;Codice del comune;Proprietario;Via;Numero civico;Tipologia fermate;Abbreviazione area di fermata;Denominazione area di fermata;Abbreviazione punto di prevendita;Denominazione punto di prevendita;Testo punti di prevendita;Abbreviazione informazioni aggiuntive;Denominazione informazioni aggiuntive;Abbreviazione area tariffaria;Denominazione area tariffaria;Codice tariffario;Tipo Pensilina;Piazzola;Di Servizio;Tipo Palina;fTariffario;fOrario
5143;5143;via Druso 3 - Drusus Str. 3;1679477,34;5151747,46;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10044;(Bolzano) via Druso 3 - (Bozen) Drusus Str. 3;;;;;;1;Tutto;1;Steher;HINFAHRT;2;0;0;2127
5144;5144;via Druso 3 - Drusus Str. 3;1679496,76;5151733,2;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10044;(Bolzano) via Druso 3 - (Bozen) Drusus Str. 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2117
5145;5145;via Druso 5 - Drusus Str. 5;1678944,517;5151723,008;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10045;(Bolzano) via Druso 5 - (Bozen) Drusus Str. 5;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;1;2129
5146;5146;via Druso 5 - Drusus Str. 5;1678951,395;5151717,412;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10045;(Bolzano) via Druso 5 - (Bozen) Drusus Str. 5;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2115
5147;5147;via Druso 6 - Drusus Str. 6;1678773,498;5151704,614;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10046;(Bolzano) via Druso 6 - (Bozen) Drusus Str. 6;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;1;2130
5148;5148;via Druso 6 - Drusus Str. 6;1678791,81;5151700,547;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10046;(Bolzano) via Druso 6 - (Bozen) Drusus Str. 6;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2114
5149;5149;via Druso 7 - Drusus Str. 7;1678495,992;5151674,561;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10047;(Bolzano) via Druso 7 - (Bozen) Drusus Str. 7;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2181
515;515;Foiana 4 - Voellan 4;1664557,613;5162084,672;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN4;(Lana) Foiana 4 - (Lana) Voellan 4;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2552
5150;5150;via Druso 7 - Drusus Str. 7;1678511,235;5151668,098;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10047;(Bolzano) via Druso 7 - (Bozen) Drusus Str. 7;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2194
5151;5151;via Druso 8 - Drusus Str. 8;1678239,063;5151636,912;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10048;(Bolzano) via Druso 8 - (Bozen) Drusus Str. 8;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2193
5152;5152;via Druso 8 - Drusus Str. 8;1678148,082;5151633,695;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10048;(Bolzano) via Druso 8 - (Bozen) Drusus Str. 8;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;1;2182
5153;5153;via Druso 10 - Drusus Str. 10;1677712,727;5151585,761;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10049;(Bolzano) via Druso 10 - (Bozen) Drusus Str. 10;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;1;2184
5154;5154;via Druso 10 - Drusus Str. 10;1677717,233;5151578,823;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10049;(Bolzano) via Druso 10 - (Bozen) Drusus Str. 10;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2191
5155;5155;Ospedale 1 - Krankenhaus 1;1677221,119;5152168,094;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;OSP;(Bolzano) Ospedale 1 - (Bozen) Krankenhaus 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;2;0;1;2186
5156;5156;Ospedale 1 - Krankenhaus 1;1677214,003;5152175,565;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;OSP;(Bolzano) Ospedale 1 - (Bozen) Krankenhaus 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;2;0;0;2188
5158;5158;Ospedale 2 - Krankenhaus 2;1677620,14;5152119,198;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10105;(Bolzano) Ospedale 2 - (Bozen) Krankenhaus 2;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2187
5159;5159;via S. Maurizio 2 - Moritzinger Str. 2;1677472,127;5152383,391;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10051;(Bolzano) via S. Maurizio 2 - (Bozen) Moritzinger Str. 2;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2218
516;516;Foiana 3 - Voellan 3;1664518,937;5162497,115;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN3;(Lana) Foiana 3 - (Lana) Voellan 3;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2553
5160;5160;via S. Maurizio 2 - Moritzinger Str. 2;1677502,534;5152396,24;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10051;(Bolzano) via S. Maurizio 2 - (Bozen) Moritzinger Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2273
5161;5161;via S. Maurizio 1 - Moritzinger Str. 1;1677907,909;5152481,584;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10052;(Bolzano) via S. Maurizio 1 - (Bozen) Moritzinger Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2219
5162;5162;via S. Maurizio 1 - Moritzinger Str. 1;1677897,515;5152482,749;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10052;(Bolzano) via S. Maurizio 1 - (Bozen) Moritzinger Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2272
5163;5163;via V. Veneto 2 - V. Veneto Str. 2;1678444,684;5152605,935;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10053;(Bolzano) via V. Veneto 2 - (Bozen) V. Veneto Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2220
5164;5164;via V. Veneto 2 - V. Veneto Str. 2;1678404,45;5152613,677;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10053;(Bolzano) via V. Veneto 2 - (Bozen) V. Veneto Str. 2;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;1;2271
5165;5165;via V. Veneto 1 - V. Veneto Str. 1;1678813,865;5152560,516;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10054;(Bolzano) via V. Veneto 1 - (Bozen) V. Veneto Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2221
5166;5166;via V. Veneto 1 - V. Veneto Str. 1;1678790,417;5152572,313;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10054;(Bolzano) via V. Veneto 1 - (Bozen) V. Veneto Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;1;2270
5167;5167;piazza Gries - Grieser Platz;1679135,581;5152604,972;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10055;(Bolzano) piazza Gries - (Bozen) Grieser Pl.;;;;;;1;Tutto;1;Dach alt;RUECKFAHRT;2;0;0;2222
5168;5168;piazza Gries - Grieser Platz;1679158,401;5152588,78;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10055;(Bolzano) piazza Gries - (Bozen) Grieser Pl.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;1;2269
5169;5169;corso Liberta` 2 - Freiheitsstr. 2;1679396,777;5152491,736;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10056;(Bolzano) corso Liberta` 2 - (Bozen) Freiheitsstr. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2223
517;517;Foiana 2 - Voellan 2;1664245,924;5162821,639;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN2;(Lana) Foiana 2 - (Lana) Voellan 2;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;0;2554
5170;5170;corso Liberta` 2 - Freiheitsstr. 2;1679455,307;5152503,087;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10056;(Bolzano) corso Liberta` 2 - (Bozen) Freiheitsstr. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2268
5171;5171;Palasport - Stadthalle;1677795,52;5151184,688;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10057;(Bolzano) Palasport - (Bozen) Stadthalle;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2210
5172;5172;Palasport - Stadthalle;1677777,447;5151243,234;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10057;(Bolzano) Palasport - (Bozen) Stadthalle;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2212
5173;5173;via Resia 1 - Reschen Str. 1;1677907,407;5150949,45;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10058;(Bolzano) via Resia 1 - (Bozen) Reschen Str. 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;2;0;1;2211
5174;5174;via Resia 1 - Reschen Str. 1;1677907,993;5150957,537;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10058;(Bolzano) via Resia 1 - (Bozen) Reschen Str. 1;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;1;2099
5175;5175;via Resia 2 - Reschen Str. 2;1677994,468;5150764,474;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10059;(Bolzano) via Resia 2 - (Bozen) Reschen Str. 2;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;1;2136
5176;5176;via Resia 2 - Reschen Str. 2;1677987,108;5150797,108;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10059;(Bolzano) via Resia 2 - (Bozen) Reschen Str. 2;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;1;2109
5177;5177;via Resia 3 - Reschen Str. 3;1678122,061;5150495,535;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10060;(Bolzano) via Resia 3 - (Bozen) Reschen Str. 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;2;0;1;2137
5178;5178;via Resia 3 - Reschen Str. 3;1678144,62;5150449,788;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10060;(Bolzano) via Resia 3 - (Bozen) Reschen Str. 3;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;1;2045
5179;5179;via Resia 4 - Reschen Str. 4;1678278,567;5150285,749;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10061;(Bolzano) via Resia 4 - (Bozen) Reschen Str. 4;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;1;2138
518;518;Foiana 1 - Voellan 1;1664537,654;5163434,06;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;FOIAN1;(Lana) Foiana 1 - (Lana) Voellan 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2555
5180;5180;via Resia 4 - Reschen Str. 4;1678270,729;5150303,903;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10061;(Bolzano) via Resia 4 - (Bozen) Reschen Str. 4;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;1;2108
5181;5181;via Buozzi 1 - Buozzi Str. 1;1678811,297;5149969,899;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10062;(Bolzano) via Buozzi 1 - (Bozen) Buozzi Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2241
5182;5182;via Buozzi 1 - Buozzi Str. 1;1678794,716;5149901,464;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10062;(Bolzano) via Buozzi 1 - (Bozen) Buozzi Str. 1;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2239
5183;5183;via Buozzi 2 - Buozzi Str. 2;1678709,618;5149708,36;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10063;(Bolzano) via Buozzi 2 - (Bozen) Buozzi Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2242
5184;5184;via Buozzi 2 - Buozzi Str. 2;1678685,31;5149620,184;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10063;(Bolzano) via Buozzi 2 - (Bozen) Buozzi Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2238
5185;5185;Fiera - Messe;1678558,495;5149316,801;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;FIERA;(Bolzano) Fiera - (Bozen) Messe;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2243
5186;5186;Fiera - Messe;1678566,529;5149314,159;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;FIERA;(Bolzano) Fiera - (Bozen) Messe;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;1;0;2237
5187;5187;via Buozzi 3 - Buozzi Str. 3;1678388,735;5148887,928;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10122;(Bolzano) via Buozzi 3 - (Bozen) Buozzi Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;436
5188;5188;via Buozzi 3 - Buozzi Str. 3;1678400,705;5148879,064;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10122;(Bolzano) via Buozzi 3 - (Bozen) Buozzi Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2236
5189;5189;via Einstein 2 - Einstein Str. 2;1678650,877;5148756,609;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10065;(Bolzano) via Einstein 2 - (Bozen) Einstein Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2247
519;519;S. Giorgio - St. Georgen;1665199,127;5162931,375;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;GIORGI;(Lana) S. Giorgio - (Lana) St. Georgen;;;;;;1;Tutto;1;Sitzbank;RUECKFAHRT;1;0;1;2556
5190;5190;via Einstein 2 - Einstein Str. 2;1678727,258;5148769,487;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10065;(Bolzano) via Einstein 2 - (Bozen) Einstein Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2235
5191;5191;via Einstein 3 - Einstein Str. 3;1678977,157;5148627,698;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10066;(Bolzano) via Einstein 3 - (Bozen) Einstein Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2248
5192;5192;via Einstein 3 - Einstein Str. 3;1679009,179;5148631,495;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10066;(Bolzano) via Einstein 3 - (Bozen) Einstein Str. 3;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;439
5193;5193;via Galvani 4 - Galvani Str. 4;1678891,301;5148854,441;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10067;(Bolzano) via Galvani 4 - (Bozen) Galvani Str. 4;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;440
5194;5194;via Galvani 4 - Galvani Str. 4;1678880,64;5148857,535;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10067;(Bolzano) via Galvani 4 - (Bozen) Galvani Str. 4;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;478
5195;5195;via Galvani 3 - Galvani Str. 3;1679002,63;5149248,945;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10068;(Bolzano) via Galvani 3 - (Bozen) Galvani Str. 3;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2101
5196;5196;via Galvani 3 - Galvani Str. 3;1678999,79;5149271,791;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10068;(Bolzano) via Galvani 3 - (Bozen) Galvani Str. 3;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;441
5197;5197;via Galvani 2 - Galvani Str. 2;1679081,609;5149520,571;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10069;(Bolzano) via Galvani 2 - (Bozen) Galvani Str. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2102
5198;5198;via Galvani 2 - Galvani Str. 2;1679088,374;5149557,725;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10069;(Bolzano) via Galvani 2 - (Bozen) Galvani Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2147
5199;5199;via Galvani 1 - Galvani Str. 1;1679206,33;5149928,96;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10143;(Bolzano) via Galvani 1 - (Bozen) Galvani Str. 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;1;2103
520;520;via Palade 2 - Gampenstr. 2;1664770,613;5163744,801;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;PALA 2;(Lana) vai Palade 2 - (Lana) Gampenstr. 2;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2557
5200;5200;via Ortles - Ortler Str.;1677959,283;5150377,795;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10157;(Bolzano) via Ortles - (Bozen) Ortler Str.;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2044
5201;5201;via Bari 4 - Bari Str. 4;1678147,324;5150594,958;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10070;(Bolzano) via Bari 4 - (Bozen) Bari Str. 4;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2046
5202;5202;via Bari 4 - Bari Str. 4;1678145,685;5150597,708;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10070;(Bolzano) via Bari 4 - (Bozen) Bari Str. 4;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;450
5203;5203;via Bari 3 - Bari Str. 3;1678249,417;5150647,39;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10118;(Bolzano) via Bari 3 - (Bozen) Bari Str. 3;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;449
5204;5204;via Bari 2 - Bari Str. 2;1678433,858;5150752,571;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10079;(Bolzano) via Bari 2 - (Bozen) Bari Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;1;2047
5205;5205;via Bari 1 - Bari Str. 1;1678613,727;5150905,635;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10078;(Bolzano) via Bari 1 - (Bozen) Bari Str. 1;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;1;2048
5207;5207;via Montecassino - Montecassino Str.;1678499,531;5151055,507;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10091;(Bolzano) via Montecassino - (Bozen) Montecassino Str.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;2;0;1;2049
5208;5208;via Milano 3 - Mailand Str. 3;1678591,51;5151169,785;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10155;(Bolzano) via Milano 3 - (Bozen) Mailand Str. 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2050
5209;5209;via Milano 2 - Mailand Str. 2;1678819,023;5151139,475;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10154;(Bolzano) via Milano 2 - (Bozen) Mailand Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2051
521;521;via Palade 1- Gampenstr. 1;1664123,03;5164580,39;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;PALA 1;(Lana) vai Palade 1 - (Lana) Gampenstr. 1;;;;;;1;Tutto;1;Steher;RUECKFAHRT;1;0;0;2558
5210;5210;via Milano 1 - Mailand Str. 1;1679038,237;5151112,329;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10153;(Bolzano) via Milano 1 - (Bozen) Mailand Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2052
5211;5211;piazza Matteotti - Matteotti Platz;1679373,924;5151200,581;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10108;(Bolzano) piazza Matteotti - (Bozen) Matteotti Pl.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;1;0;2053
5212;5212;via Torino - Turin Str.;1679576,833;5151312,431;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10171;(Bolzano) via Torino - (Bozen) Turin Str.;;;;;;1;Tutto;1;Dach neu;RUECKFAHRT;1;0;1;2054
5213;5213;via Dalmazia 1 - Dalmatien Str. 1;1679676,803;5151413,512;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10130;(Bolzano) via Dalmazia 1 - (Bozen) Dalmatien Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2072
5214;5214;via Dalmazia 2 - Dalmatien Str. 2;1679345,915;5151353,5;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10131;(Bolzano) via Dalmazia 2 - (Bozen) Dalmatien Str. 2;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2073
5215;5215;via Palermo 2 - Palermo Str. 2;1679031,181;5151370,243;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10160;(Bolzano) via Palermo 2 - (Bozen) Palermo Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2074
5216;5216;via Palermo 3 - Palermo Str. 3;1678964,019;5151040,722;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10161;(Bolzano) via Palermo 3 - (Bozen) Palermo Str. 3;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2075
5217;5217;via Cagliari - Cagliari Str.;1678818,564;5150967,444;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10126;(Bolzano) via Cagliari - (Bozen) Cagliari Str.;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2076
5218;5218;via Sassari 1 - Sassari Str. 1;1678304,458;5150999,286;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10093;(Bolzano) via Sassari 1 - (Bozen) Sassari Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2134
5219;5219;via Parma 2 - Parmastr. 2;1678214,39;5150817,57;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;PARM2;(Bolzano) via Parma 2 - (Bozen) Parma Str. 2;;;;;;1;Tutto;1;;;;;;
522;522;via Merano 2 - Meranerstr. 2;1664300,871;5165542,989;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;ME 2;(Lana) via Merano 2 - (Lana) Meranerstr. 2;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2562
5220;5220;via Sassari 2 - Sassari Str. 2;1678044,373;5150941,028;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10094;(Bolzano) via Sassari 2 - (Bozen) Sassari Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2098
5221;5221;via Parma 1 - Parma Str. 1;1678105,331;5151143,775;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10162;(Bolzano) via Parma 1 - (Bozen) Parma Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2097
5222;5222;via Alto Adige 1 - Suedtiroler Str. 1;1680742,794;5151987,806;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10115;(Bolzano) via Alto Adige 1 - (Bozen) Suedtiroler Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2257
5223;5223;via Sarentino 2 - Sarntaler Str. 2;1680143,574;5153411,763;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10071;(Bolzano) via Sarentino 2 - (Bozen) Sarntaler Str. 2;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2029
5224;5224;via Sarentino 2 - Sarntaler Str. 2;1680136,973;5153409,773;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10071;(Bolzano) via Sarentino 2 - (Bozen) Sarntaler Str. 2;;;;;;1;Tutto;1;Schutzdach neu;RUECKFAHRT;1;0;0;2033
5225;5225;via Sarentino 1 - Sarntaler Str. 1;1680315,927;5153697,186;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10072;(Bolzano) via Sarentino 1 - (Bozen) Sarntaler Str. 1;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2030
5226;5226;via Sarentino 1 - Sarntaler Str. 1;1680299,144;5153684,436;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10072;(Bolzano) via Sarentino 1 - (Bozen) Sarntaler Str. 1;;;;;;1;Tutto;1;Schutzdach neu;HINFAHRT;1;0;0;2032
5227;5227;Funivia S. Genesio - Seilbahn Jenesien;1680502,947;5153894,308;;;X;X;;X;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10085;(Bolzano) Funivia S. Genesio - (Bozen) Seilbahn Jenesien;;;;;;1;Tutto;1;Schutzdach alt;HINFAHRT;1;0;0;2031
5229;5229;via Volta 5 - Volta Str. 5;1678525,327;5150095,359;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10073;(Bolzano) via Volta 5 - (Bozen) Volta Str. 5;;;;;;1;Tutto;1;Dach neu;HINFAHRT;1;0;0;2139
523;523;via Merano 2 - Meranerstr. 2;1664300,871;5165542,989;;;X;X;;;;X;BUS;S;Lana - Lana;39021041;;;;;ME 2;(Lana) via Merano 2 - (Lana) Meranerstr. 2;;;;;;1;Tutto;1;Sitzbank;HINFAHRT;1;0;1;2510
5230;5230;via Volta 5 - Volta Str. 5;1678512,273;5150106,018;;;X;X;;;;X;BUS;S;Bolzano - Bozen;39021008;;;;;10073;(Bolzano) via Volta 5 - (Bozen) Volta Str. 5;;;;;;1;Tutto;1;Steher;HINFAHRT;1;0;0;2107
